Year,Geography,Asset,GeoCode,Value
2015,,,,0.242
2016,,,,0.2524
2017,,,,0.2485
2018,,,,0.2417
2019,,,,0.2345
2020,,,,0.2128
2021,,,,0.1895
2022,,,,0.1704
2023,,,,0.169
2024,,,,0.1647
2015,Canada,Commercial buildings,,0.1964
2015,Canada,Institutional buildings,,0.1885
2015,Canada,Marine engineering infrastructure,,0.2258
2015,Canada,Transportation engineering infrastructure,,0.3152
2015,Canada,Waterworks infrastructure,,0.2611
2015,Canada,Sewage infrastructure,,0.2688
2015,Canada,Communications networks,,0.2512
2015,Canada,Electric power infrastructure,,0.1776
2015,Canada,Oil and gas engineering construction,,0.2436
2015,Canada,Other engineering construction,,0.29
2015,Canada,Other machinery and equipment,,0.2136
2015,Canada,Transportation machinery and equipment,,0.2725
2015,Newfoundland and Labrador,Total assets,10,0.137
2015,Newfoundland and Labrador,Commercial buildings,10,0.1795
2015,Newfoundland and Labrador,Institutional buildings,10,0.1795
2015,Newfoundland and Labrador,Marine engineering infrastructure,10,0.1572
2015,Newfoundland and Labrador,Transportation engineering infrastructure,10,0.233
2015,Newfoundland and Labrador,Waterworks infrastructure,10,0.1572
2015,Newfoundland and Labrador,Sewage infrastructure,10,0.1572
2015,Newfoundland and Labrador,Communications networks,10,0.304
2015,Newfoundland and Labrador,Electric power infrastructure,10,0.1184
2015,Newfoundland and Labrador,Oil and gas engineering construction,10,0.2782
2015,Newfoundland and Labrador,Other engineering construction,10,0.1572
2015,Newfoundland and Labrador,Other machinery and equipment,10,0.1628
2015,Newfoundland and Labrador,Transportation machinery and equipment,10,0.2056
2015,Prince Edward Island,Total assets,11,0.2659
2015,Prince Edward Island,Commercial buildings,11,0.162
2015,Prince Edward Island,Institutional buildings,11,0.162
2015,Prince Edward Island,Marine engineering infrastructure,11,0.3341
2015,Prince Edward Island,Transportation engineering infrastructure,11,0.3391
2015,Prince Edward Island,Waterworks infrastructure,11,0.3341
2015,Prince Edward Island,Sewage infrastructure,11,0.3341
2015,Prince Edward Island,Communications networks,11,0.2594
2015,Prince Edward Island,Electric power infrastructure,11,0.1074
2015,Prince Edward Island,Oil and gas engineering construction,11,
2015,Prince Edward Island,Other engineering construction,11,0.3341
2015,Prince Edward Island,Other machinery and equipment,11,0.1938
2015,Prince Edward Island,Transportation machinery and equipment,11,0.1553
2015,Nova Scotia,Total assets,12,0.1993
2015,Nova Scotia,Commercial buildings,12,0.273
2015,Nova Scotia,Institutional buildings,12,0.273
2015,Nova Scotia,Marine engineering infrastructure,12,0.1264
2015,Nova Scotia,Transportation engineering infrastructure,12,0.1884
2015,Nova Scotia,Waterworks infrastructure,12,0.1264
2015,Nova Scotia,Sewage infrastructure,12,0.1264
2015,Nova Scotia,Communications networks,12,0.223
2015,Nova Scotia,Electric power infrastructure,12,0.1701
2015,Nova Scotia,Oil and gas engineering construction,12,0.1528
2015,Nova Scotia,Other engineering construction,12,0.1264
2015,Nova Scotia,Other machinery and equipment,12,0.1322
2015,Nova Scotia,Transportation machinery and equipment,12,0.2664
2015,New Brunswick,Total assets,13,0.173
2015,New Brunswick,Commercial buildings,13,0.1349
2015,New Brunswick,Institutional buildings,13,0.1349
2015,New Brunswick,Marine engineering infrastructure,13,0.205
2015,New Brunswick,Transportation engineering infrastructure,13,0.2006
2015,New Brunswick,Waterworks infrastructure,13,0.205
2015,New Brunswick,Sewage infrastructure,13,0.205
2015,New Brunswick,Communications networks,13,0.2407
2015,New Brunswick,Electric power infrastructure,13,0.103
2015,New Brunswick,Oil and gas engineering construction,13,0.239
2015,New Brunswick,Other engineering construction,13,0.205
2015,New Brunswick,Other machinery and equipment,13,0.1705
2015,New Brunswick,Transportation machinery and equipment,13,0.2067
2015,Quebec,Total assets,24,0.1743
2015,Quebec,Commercial buildings,24,0.1732
2015,Quebec,Institutional buildings,24,0.1732
2015,Quebec,Marine engineering infrastructure,24,0.2467
2015,Quebec,Transportation engineering infrastructure,24,0.2031
2015,Quebec,Waterworks infrastructure,24,0.2467
2015,Quebec,Sewage infrastructure,24,0.2467
2015,Quebec,Communications networks,24,0.1643
2015,Quebec,Electric power infrastructure,24,0.0907
2015,Quebec,Oil and gas engineering construction,24,0.1546
2015,Quebec,Other engineering construction,24,0.2467
2015,Quebec,Other machinery and equipment,24,0.1087
2015,Quebec,Transportation machinery and equipment,24,0.3009
2015,Ontario,Total assets,35,0.2678
2015,Ontario,Commercial buildings,35,0.1556
2015,Ontario,Institutional buildings,35,0.1556
2015,Ontario,Marine engineering infrastructure,35,0.277
2015,Ontario,Transportation engineering infrastructure,35,0.3518
2015,Ontario,Waterworks infrastructure,35,0.277
2015,Ontario,Sewage infrastructure,35,0.277
2015,Ontario,Communications networks,35,0.3211
2015,Ontario,Electric power infrastructure,35,0.2215
2015,Ontario,Oil and gas engineering construction,35,0.2228
2015,Ontario,Other engineering construction,35,0.277
2015,Ontario,Other machinery and equipment,35,0.2332
2015,Ontario,Transportation machinery and equipment,35,0.2651
2015,Manitoba,Total assets,46,0.226
2015,Manitoba,Commercial buildings,46,0.1844
2015,Manitoba,Institutional buildings,46,0.1844
2015,Manitoba,Marine engineering infrastructure,46,0.1998
2015,Manitoba,Transportation engineering infrastructure,46,0.2652
2015,Manitoba,Waterworks infrastructure,46,0.1998
2015,Manitoba,Sewage infrastructure,46,0.1998
2015,Manitoba,Communications networks,46,0.2556
2015,Manitoba,Electric power infrastructure,46,0.2158
2015,Manitoba,Oil and gas engineering construction,46,0.4671
2015,Manitoba,Other engineering construction,46,0.1998
2015,Manitoba,Other machinery and equipment,46,0.1913
2015,Manitoba,Transportation machinery and equipment,46,0.3545
2015,Saskatchewan,Total assets,47,0.344
2015,Saskatchewan,Commercial buildings,47,0.2176
2015,Saskatchewan,Institutional buildings,47,0.2176
2015,Saskatchewan,Marine engineering infrastructure,47,0.3386
2015,Saskatchewan,Transportation engineering infrastructure,47,0.4316
2015,Saskatchewan,Waterworks infrastructure,47,0.3386
2015,Saskatchewan,Sewage infrastructure,47,0.3386
2015,Saskatchewan,Communications networks,47,0.5133
2015,Saskatchewan,Electric power infrastructure,47,0.291
2015,Saskatchewan,Oil and gas engineering construction,47,0.4744
2015,Saskatchewan,Other engineering construction,47,0.3386
2015,Saskatchewan,Other machinery and equipment,47,0.2048
2015,Saskatchewan,Transportation machinery and equipment,47,0.3037
2015,Alberta,Total assets,48,0.2849
2015,Alberta,Commercial buildings,48,0.263
2015,Alberta,Institutional buildings,48,0.263
2015,Alberta,Marine engineering infrastructure,48,0.3081
2015,Alberta,Transportation engineering infrastructure,48,0.3665
2015,Alberta,Waterworks infrastructure,48,0.3081
2015,Alberta,Sewage infrastructure,48,0.3081
2015,Alberta,Communications networks,48,0.2662
2015,Alberta,Electric power infrastructure,48,0.2003
2015,Alberta,Oil and gas engineering construction,48,0.2306
2015,Alberta,Other engineering construction,48,0.3081
2015,Alberta,Other machinery and equipment,48,0.214
2015,Alberta,Transportation machinery and equipment,48,0.3108
2015,British Columbia,Total assets,59,0.2327
2015,British Columbia,Commercial buildings,59,0.1843
2015,British Columbia,Institutional buildings,59,0.1843
2015,British Columbia,Marine engineering infrastructure,59,0.207
2015,British Columbia,Transportation engineering infrastructure,59,0.303
2015,British Columbia,Waterworks infrastructure,59,0.207
2015,British Columbia,Sewage infrastructure,59,0.207
2015,British Columbia,Communications networks,59,0.2358
2015,British Columbia,Electric power infrastructure,59,0.2278
2015,British Columbia,Oil and gas engineering construction,59,0.2176
2015,British Columbia,Other engineering construction,59,0.207
2015,British Columbia,Other machinery and equipment,59,0.1531
2015,British Columbia,Transportation machinery and equipment,59,0.2578
2015,Yukon,Total assets,60,0.169
2015,Yukon,Commercial buildings,60,0.1088
2015,Yukon,Institutional buildings,60,0.1088
2015,Yukon,Marine engineering infrastructure,60,0.3127
2015,Yukon,Transportation engineering infrastructure,60,0.1284
2015,Yukon,Waterworks infrastructure,60,0.3127
2015,Yukon,Sewage infrastructure,60,0.3127
2015,Yukon,Communications networks,60,0.151
2015,Yukon,Electric power infrastructure,60,0.0676
2015,Yukon,Oil and gas engineering construction,60,0.253
2015,Yukon,Other engineering construction,60,0.3127
2015,Yukon,Other machinery and equipment,60,0.1787
2015,Yukon,Transportation machinery and equipment,60,0.2095
2015,Northwest Territories,Total assets,61,0.3335
2015,Northwest Territories,Commercial buildings,61,0.3106
2015,Northwest Territories,Institutional buildings,61,0.3106
2015,Northwest Territories,Marine engineering infrastructure,61,0.3922
2015,Northwest Territories,Transportation engineering infrastructure,61,0.218
2015,Northwest Territories,Waterworks infrastructure,61,0.3922
2015,Northwest Territories,Sewage infrastructure,61,0.3922
2015,Northwest Territories,Communications networks,61,0.2084
2015,Northwest Territories,Electric power infrastructure,61,0.1842
2015,Northwest Territories,Oil and gas engineering construction,61,0.1432
2015,Northwest Territories,Other engineering construction,61,0.3922
2015,Northwest Territories,Other machinery and equipment,61,0.1933
2015,Northwest Territories,Transportation machinery and equipment,61,0.3031
2015,Nunavut,Total assets,62,0.25
2015,Nunavut,Commercial buildings,62,0.2468
2015,Nunavut,Institutional buildings,62,0.2468
2015,Nunavut,Marine engineering infrastructure,62,0.2665
2015,Nunavut,Transportation engineering infrastructure,62,0.3032
2015,Nunavut,Waterworks infrastructure,62,0.2665
2015,Nunavut,Sewage infrastructure,62,0.2665
2015,Nunavut,Communications networks,62,0.1168
2015,Nunavut,Electric power infrastructure,62,0.0443
2015,Nunavut,Oil and gas engineering construction,62,
2015,Nunavut,Other engineering construction,62,0.2665
2015,Nunavut,Other machinery and equipment,62,0.1608
2015,Nunavut,Transportation machinery and equipment,62,
2016,Canada,Commercial buildings,,0.2026
2016,Canada,Institutional buildings,,0.1951
2016,Canada,Marine engineering infrastructure,,0.2427
2016,Canada,Transportation engineering infrastructure,,0.329
2016,Canada,Waterworks infrastructure,,0.2818
2016,Canada,Sewage infrastructure,,0.2896
2016,Canada,Communications networks,,0.2606
2016,Canada,Electric power infrastructure,,0.1839
2016,Canada,Oil and gas engineering construction,,0.2654
2016,Canada,Other engineering construction,,0.2943
2016,Canada,Other machinery and equipment,,0.2026
2016,Canada,Transportation machinery and equipment,,0.3086
2016,Newfoundland and Labrador,Total assets,10,0.1663
2016,Newfoundland and Labrador,Commercial buildings,10,0.2005
2016,Newfoundland and Labrador,Institutional buildings,10,0.2005
2016,Newfoundland and Labrador,Marine engineering infrastructure,10,0.2023
2016,Newfoundland and Labrador,Transportation engineering infrastructure,10,0.2967
2016,Newfoundland and Labrador,Waterworks infrastructure,10,0.2023
2016,Newfoundland and Labrador,Sewage infrastructure,10,0.2023
2016,Newfoundland and Labrador,Communications networks,10,0.3729
2016,Newfoundland and Labrador,Electric power infrastructure,10,0.1489
2016,Newfoundland and Labrador,Oil and gas engineering construction,10,0.306
2016,Newfoundland and Labrador,Other engineering construction,10,0.2023
2016,Newfoundland and Labrador,Other machinery and equipment,10,0.1532
2016,Newfoundland and Labrador,Transportation machinery and equipment,10,0.1794
2016,Prince Edward Island,Total assets,11,0.2535
2016,Prince Edward Island,Commercial buildings,11,0.1803
2016,Prince Edward Island,Institutional buildings,11,0.1803
2016,Prince Edward Island,Marine engineering infrastructure,11,0.3254
2016,Prince Edward Island,Transportation engineering infrastructure,11,0.3733
2016,Prince Edward Island,Waterworks infrastructure,11,0.3254
2016,Prince Edward Island,Sewage infrastructure,11,0.3254
2016,Prince Edward Island,Communications networks,11,0.2508
2016,Prince Edward Island,Electric power infrastructure,11,0.1061
2016,Prince Edward Island,Oil and gas engineering construction,11,0.2051
2016,Prince Edward Island,Other engineering construction,11,0.3254
2016,Prince Edward Island,Other machinery and equipment,11,0.209
2016,Prince Edward Island,Transportation machinery and equipment,11,0.1694
2016,Nova Scotia,Total assets,12,0.198
2016,Nova Scotia,Commercial buildings,12,0.2867
2016,Nova Scotia,Institutional buildings,12,0.2867
2016,Nova Scotia,Marine engineering infrastructure,12,0.1462
2016,Nova Scotia,Transportation engineering infrastructure,12,0.1978
2016,Nova Scotia,Waterworks infrastructure,12,0.1462
2016,Nova Scotia,Sewage infrastructure,12,0.1462
2016,Nova Scotia,Communications networks,12,0.2254
2016,Nova Scotia,Electric power infrastructure,12,0.1594
2016,Nova Scotia,Oil and gas engineering construction,12,0.1584
2016,Nova Scotia,Other engineering construction,12,0.1462
2016,Nova Scotia,Other machinery and equipment,12,0.1628
2016,Nova Scotia,Transportation machinery and equipment,12,0.2276
2016,New Brunswick,Total assets,13,0.1583
2016,New Brunswick,Commercial buildings,13,0.1328
2016,New Brunswick,Institutional buildings,13,0.1328
2016,New Brunswick,Marine engineering infrastructure,13,0.1687
2016,New Brunswick,Transportation engineering infrastructure,13,0.1869
2016,New Brunswick,Waterworks infrastructure,13,0.1687
2016,New Brunswick,Sewage infrastructure,13,0.1687
2016,New Brunswick,Communications networks,13,0.196
2016,New Brunswick,Electric power infrastructure,13,0.0844
2016,New Brunswick,Oil and gas engineering construction,13,0.1878
2016,New Brunswick,Other engineering construction,13,0.1687
2016,New Brunswick,Other machinery and equipment,13,0.1283
2016,New Brunswick,Transportation machinery and equipment,13,0.1666
2016,Quebec,Total assets,24,0.177
2016,Quebec,Commercial buildings,24,0.1757
2016,Quebec,Institutional buildings,24,0.1757
2016,Quebec,Marine engineering infrastructure,24,0.2525
2016,Quebec,Transportation engineering infrastructure,24,0.2121
2016,Quebec,Waterworks infrastructure,24,0.2525
2016,Quebec,Sewage infrastructure,24,0.2525
2016,Quebec,Communications networks,24,0.167
2016,Quebec,Electric power infrastructure,24,0.093
2016,Quebec,Oil and gas engineering construction,24,0.1455
2016,Quebec,Other engineering construction,24,0.2525
2016,Quebec,Other machinery and equipment,24,0.1393
2016,Quebec,Transportation machinery and equipment,24,0.2862
2016,Ontario,Total assets,35,0.2701
2016,Ontario,Commercial buildings,35,0.1514
2016,Ontario,Institutional buildings,35,0.1514
2016,Ontario,Marine engineering infrastructure,35,0.2934
2016,Ontario,Transportation engineering infrastructure,35,0.3637
2016,Ontario,Waterworks infrastructure,35,0.2934
2016,Ontario,Sewage infrastructure,35,0.2934
2016,Ontario,Communications networks,35,0.3145
2016,Ontario,Electric power infrastructure,35,0.21
2016,Ontario,Oil and gas engineering construction,35,0.239
2016,Ontario,Other engineering construction,35,0.2934
2016,Ontario,Other machinery and equipment,35,0.2221
2016,Ontario,Transportation machinery and equipment,35,0.3185
2016,Manitoba,Total assets,46,0.2404
2016,Manitoba,Commercial buildings,46,0.1897
2016,Manitoba,Institutional buildings,46,0.1897
2016,Manitoba,Marine engineering infrastructure,46,0.2277
2016,Manitoba,Transportation engineering infrastructure,46,0.2872
2016,Manitoba,Waterworks infrastructure,46,0.2277
2016,Manitoba,Sewage infrastructure,46,0.2277
2016,Manitoba,Communications networks,46,0.2641
2016,Manitoba,Electric power infrastructure,46,0.2307
2016,Manitoba,Oil and gas engineering construction,46,0.4985
2016,Manitoba,Other engineering construction,46,0.2277
2016,Manitoba,Other machinery and equipment,46,0.1801
2016,Manitoba,Transportation machinery and equipment,46,0.3799
2016,Saskatchewan,Total assets,47,0.3745
2016,Saskatchewan,Commercial buildings,47,0.2273
2016,Saskatchewan,Institutional buildings,47,0.2273
2016,Saskatchewan,Marine engineering infrastructure,47,0.3795
2016,Saskatchewan,Transportation engineering infrastructure,47,0.4653
2016,Saskatchewan,Waterworks infrastructure,47,0.3795
2016,Saskatchewan,Sewage infrastructure,47,0.3795
2016,Saskatchewan,Communications networks,47,0.5034
2016,Saskatchewan,Electric power infrastructure,47,0.2947
2016,Saskatchewan,Oil and gas engineering construction,47,0.5058
2016,Saskatchewan,Other engineering construction,47,0.3795
2016,Saskatchewan,Other machinery and equipment,47,0.2233
2016,Saskatchewan,Transportation machinery and equipment,47,0.3477
2016,Alberta,Total assets,48,0.2938
2016,Alberta,Commercial buildings,48,0.2689
2016,Alberta,Institutional buildings,48,0.2689
2016,Alberta,Marine engineering infrastructure,48,0.324
2016,Alberta,Transportation engineering infrastructure,48,0.3853
2016,Alberta,Waterworks infrastructure,48,0.324
2016,Alberta,Sewage infrastructure,48,0.324
2016,Alberta,Communications networks,48,0.2681
2016,Alberta,Electric power infrastructure,48,0.2176
2016,Alberta,Oil and gas engineering construction,48,0.2401
2016,Alberta,Other engineering construction,48,0.324
2016,Alberta,Other machinery and equipment,48,0.1976
2016,Alberta,Transportation machinery and equipment,48,0.3242
2016,British Columbia,Total assets,59,0.2644
2016,British Columbia,Commercial buildings,59,0.2155
2016,British Columbia,Institutional buildings,59,0.2155
2016,British Columbia,Marine engineering infrastructure,59,0.2513
2016,British Columbia,Transportation engineering infrastructure,59,0.3328
2016,British Columbia,Waterworks infrastructure,59,0.2513
2016,British Columbia,Sewage infrastructure,59,0.2513
2016,British Columbia,Communications networks,59,0.2459
2016,British Columbia,Electric power infrastructure,59,0.2488
2016,British Columbia,Oil and gas engineering construction,59,0.2573
2016,British Columbia,Other engineering construction,59,0.2513
2016,British Columbia,Other machinery and equipment,59,0.1514
2016,British Columbia,Transportation machinery and equipment,59,0.2661
2016,Yukon,Total assets,60,0.1363
2016,Yukon,Commercial buildings,60,0.1042
2016,Yukon,Institutional buildings,60,0.1042
2016,Yukon,Marine engineering infrastructure,60,0.2605
2016,Yukon,Transportation engineering infrastructure,60,0.1535
2016,Yukon,Waterworks infrastructure,60,0.2605
2016,Yukon,Sewage infrastructure,60,0.2605
2016,Yukon,Communications networks,60,0.1935
2016,Yukon,Electric power infrastructure,60,0.0798
2016,Yukon,Oil and gas engineering construction,60,
2016,Yukon,Other engineering construction,60,0.2605
2016,Yukon,Other machinery and equipment,60,0.2304
2016,Yukon,Transportation machinery and equipment,60,0.1764
2016,Northwest Territories,Total assets,61,0.3001
2016,Northwest Territories,Commercial buildings,61,0.3083
2016,Northwest Territories,Institutional buildings,61,0.3083
2016,Northwest Territories,Marine engineering infrastructure,61,0.4471
