Year,Géographie,Source,GeoCode,Value
1992,Ontario,Bâtiments,35,29.11079318
1993,Ontario,Bâtiments,35,30.3384087
1994,Ontario,Bâtiments,35,31.13787327
1995,Ontario,Bâtiments,35,30.53604921
1996,Ontario,Bâtiments,35,33.67455443
1997,Ontario,Bâtiments,35,32.89638076
1998,Ontario,Bâtiments,35,28.45608052
1999,Ontario,Bâtiments,35,31.25664416
2000,Ontario,Bâtiments,35,33.85284269
2001,Ontario,Bâtiments,35,33.10711628
2002,Ontario,Bâtiments,35,33.52256097
2003,Ontario,Bâtiments,35,36.24474185
2004,Ontario,Bâtiments,35,35.89207217
2005,Ontario,Bâtiments,35,35.43379237
2006,Ontario,Bâtiments,35,31.93534456
2007,Ontario,Bâtiments,35,34.48287609
2008,Ontario,Bâtiments,35,35.01160694
2009,Ontario,Bâtiments,35,33.1503753
2010,Ontario,Bâtiments,35,32.12093635
2011,Ontario,Bâtiments,35,34.55807649
2012,Ontario,Bâtiments,35,32.13410988
2013,Ontario,Bâtiments,35,35.45349334
2014,Ontario,Bâtiments,35,36.95631987
2015,Ontario,Bâtiments,35,36.53598828
2016,Ontario,Bâtiments,35,35.63089053
2017,Ontario,Bâtiments,35,36.78522969
2018,Ontario,Bâtiments,35,41.31585996
2019,Ontario,Bâtiments,35,39.19303408
2020,Ontario,Bâtiments,35,37.68983683
1990,Ontario,Agriculture,35,11.47022274
1991,Ontario,Agriculture,35,11.33831256
1992,Ontario,Agriculture,35,11.7604928
1993,Ontario,Agriculture,35,11.71634064
1994,Ontario,Agriculture,35,11.92877092
1995,Ontario,Agriculture,35,12.62299661
1996,Ontario,Agriculture,35,12.52059364
1997,Ontario,Agriculture,35,12.44248231
1998,Ontario,Agriculture,35,12.39343861
1999,Ontario,Agriculture,35,12.17593466
2000,Ontario,Agriculture,35,12.0147963
2001,Ontario,Agriculture,35,11.63825451
2002,Ontario,Agriculture,35,11.91211011
2003,Ontario,Agriculture,35,12.28534125
2004,Ontario,Agriculture,35,12.16205516
2005,Ontario,Agriculture,35,11.582494
2006,Ontario,Agriculture,35,11.52676576
2007,Ontario,Agriculture,35,11.41109406
2008,Ontario,Agriculture,35,10.88587263
2009,Ontario,Agriculture,35,10.93524338
2010,Ontario,Agriculture,35,11.25658214
2011,Ontario,Agriculture,35,11.70795944
2012,Ontario,Agriculture,35,11.59286156
2013,Ontario,Agriculture,35,11.86393076
2014,Ontario,Agriculture,35,11.2061766
2015,Ontario,Agriculture,35,11.28664385
2016,Ontario,Agriculture,35,11.54927758
2017,Ontario,Agriculture,35,11.33839386
2018,Ontario,Agriculture,35,11.43271123
2019,Ontario,Agriculture,35,11.98010514
2020,Ontario,Agriculture,35,12.51155241
1990,Ontario,Déchets et autres,35,8.124923854
1991,Ontario,Déchets et autres,35,8.175734046
1992,Ontario,Déchets et autres,35,8.211360783
1993,Ontario,Déchets et autres,35,8.29932736
1994,Ontario,Déchets et autres,35,8.363362163
1995,Ontario,Déchets et autres,35,8.588923269
1996,Ontario,Déchets et autres,35,8.23820965
1997,Ontario,Déchets et autres,35,8.023986415
1998,Ontario,Déchets et autres,35,8.042044605
1999,Ontario,Déchets et autres,35,8.163588956
2000,Ontario,Déchets et autres,35,8.372254155
2001,Ontario,Déchets et autres,35,8.376041703
2002,Ontario,Déchets et autres,35,8.629042683
2003,Ontario,Déchets et autres,35,8.564925535
2004,Ontario,Déchets et autres,35,8.014134139
2005,Ontario,Déchets et autres,35,8.552078752
2006,Ontario,Déchets et autres,35,8.5220352
2007,Ontario,Déchets et autres,35,8.454868805
2008,Ontario,Déchets et autres,35,8.464106245
2009,Ontario,Déchets et autres,35,8.011632142
2010,Ontario,Déchets et autres,35,7.434087602
2011,Ontario,Déchets et autres,35,7.690885285
2012,Ontario,Déchets et autres,35,7.901122028
2013,Ontario,Déchets et autres,35,7.734002878
2014,Ontario,Déchets et autres,35,7.392520405
2015,Ontario,Déchets et autres,35,7.261518148
2016,Ontario,Déchets et autres,35,7.051470097
2017,Ontario,Déchets et autres,35,7.488291455
2018,Ontario,Déchets et autres,35,7.618347549
2019,Ontario,Déchets et autres,35,7.638511244
2020,Ontario,Déchets et autres,35,7.602684943
1990,Ontario,Production de charbon,35,0.0
1991,Ontario,Production de charbon,35,0.0
1992,Ontario,Production de charbon,35,0.0
1993,Ontario,Production de charbon,35,0.0
1994,Ontario,Production de charbon,35,0.0
1995,Ontario,Production de charbon,35,0.0
1996,Ontario,Production de charbon,35,0.0
1997,Ontario,Production de charbon,35,0.0
1998,Ontario,Production de charbon,35,0.0
1999,Ontario,Production de charbon,35,0.0
2000,Ontario,Production de charbon,35,0.0
2001,Ontario,Production de charbon,35,0.0
2002,Ontario,Production de charbon,35,0.0
2003,Ontario,Production de charbon,35,0.0
2004,Ontario,Production de charbon,35,0.0
2005,Ontario,Production de charbon,35,0.0
2006,Ontario,Production de charbon,35,0.0
2007,Ontario,Production de charbon,35,0.0
2008,Ontario,Production de charbon,35,0.0
2009,Ontario,Production de charbon,35,0.0
2010,Ontario,Production de charbon,35,0.0
2011,Ontario,Production de charbon,35,0.0
2012,Ontario,Production de charbon,35,0.0
2013,Ontario,Production de charbon,35,0.0
2014,Ontario,Production de charbon,35,0.0
2015,Ontario,Production de charbon,35,0.0
2016,Ontario,Production de charbon,35,0.0
2017,Ontario,Production de charbon,35,0.0
2018,Ontario,Production de charbon,35,0.0
2019,Ontario,Production de charbon,35,0.0
2020,Ontario,Production de charbon,35,0.0
1990,Ontario,"Fabrication légère, construction et ressources forestières",35,12.42285227
1991,Ontario,"Fabrication légère, construction et ressources forestières",35,12.15240778
1992,Ontario,"Fabrication légère, construction et ressources forestières",35,11.18002212
1993,Ontario,"Fabrication légère, construction et ressources forestières",35,11.01067738
1994,Ontario,"Fabrication légère, construction et ressources forestières",35,11.37965327
1995,Ontario,"Fabrication légère, construction et ressources forestières",35,11.91903145
1996,Ontario,"Fabrication légère, construction et ressources forestières",35,10.82382603
1997,Ontario,"Fabrication légère, construction et ressources forestières",35,11.15006696
1998,Ontario,"Fabrication légère, construction et ressources forestières",35,10.52401562
1999,Ontario,"Fabrication légère, construction et ressources forestières",35,10.04859333
2000,Ontario,"Fabrication légère, construction et ressources forestières",35,10.27459886
2001,Ontario,"Fabrication légère, construction et ressources forestières",35,9.541744063
2002,Ontario,"Fabrication légère, construction et ressources forestières",35,10.28576909
2003,Ontario,"Fabrication légère, construction et ressources forestières",35,10.93019724
2004,Ontario,"Fabrication légère, construction et ressources forestières",35,11.35398383
2005,Ontario,"Fabrication légère, construction et ressources forestières",35,10.96357076
2006,Ontario,"Fabrication légère, construction et ressources forestières",35,10.13785015
2007,Ontario,"Fabrication légère, construction et ressources forestières",35,10.75507498
2008,Ontario,"Fabrication légère, construction et ressources forestières",35,10.43201909
2009,Ontario,"Fabrication légère, construction et ressources forestières",35,9.023348155
2010,Ontario,"Fabrication légère, construction et ressources forestières",35,9.457063368
2011,Ontario,"Fabrication légère, construction et ressources forestières",35,9.652496516
2012,Ontario,"Fabrication légère, construction et ressources forestières",35,9.279951572
2013,Ontario,"Fabrication légère, construction et ressources forestières",35,9.057401836
2014,Ontario,"Fabrication légère, construction et ressources forestières",35,8.620619237
2015,Ontario,"Fabrication légère, construction et ressources forestières",35,8.980200306
2016,Ontario,"Fabrication légère, construction et ressources forestières",35,8.497423282
2017,Ontario,"Fabrication légère, construction et ressources forestières",35,9.031345125
2018,Ontario,"Fabrication légère, construction et ressources forestières",35,9.324255082
2019,Ontario,"Fabrication légère, construction et ressources forestières",35,9.081194542
2020,Ontario,"Fabrication légère, construction et ressources forestières",35,8.266013669
1990,Manitoba,Inventaire provincial,46,18.27141517
1991,Manitoba,Inventaire provincial,46,17.92478058
1992,Manitoba,Inventaire provincial,46,18.27106695
1993,Manitoba,Inventaire provincial,46,18.29448572
1994,Manitoba,Inventaire provincial,46,18.89625184
1995,Manitoba,Inventaire provincial,46,19.49700538
1996,Manitoba,Inventaire provincial,46,20.20629224
1997,Manitoba,Inventaire provincial,46,20.0628877
1998,Manitoba,Inventaire provincial,46,20.5909025
1999,Manitoba,Inventaire provincial,46,20.40710886
2000,Manitoba,Inventaire provincial,46,20.89714028
2001,Manitoba,Inventaire provincial,46,19.64239416
2002,Manitoba,Inventaire provincial,46,20.43713154
2003,Manitoba,Inventaire provincial,46,20.68569685
2004,Manitoba,Inventaire provincial,46,20.89091811
2005,Manitoba,Inventaire provincial,46,20.5305517
2006,Manitoba,Inventaire provincial,46,21.07535941
2007,Manitoba,Inventaire provincial,46,21.25994489
2008,Manitoba,Inventaire provincial,46,21.21374487
2009,Manitoba,Inventaire provincial,46,19.65234909
2010,Manitoba,Inventaire provincial,46,19.32570797
2011,Manitoba,Inventaire provincial,46,19.32256592
2012,Manitoba,Inventaire provincial,46,20.83326803
2013,Manitoba,Inventaire provincial,46,21.38922179
2014,Manitoba,Inventaire provincial,46,21.33517389
2015,Manitoba,Inventaire provincial,46,21.06286895
2016,Manitoba,Inventaire provincial,46,21.29634633
2017,Manitoba,Inventaire provincial,46,21.80941182
2018,Manitoba,Inventaire provincial,46,22.57298326
2019,Manitoba,Inventaire provincial,46,22.26388948
2020,Manitoba,Inventaire provincial,46,21.67406421
1990,Manitoba,Exploitation pétrolière et gazière,46,1.536237574
1991,Manitoba,Exploitation pétrolière et gazière,46,1.669167133
1992,Manitoba,Exploitation pétrolière et gazière,46,1.922938572
1993,Manitoba,Exploitation pétrolière et gazière,46,1.980589804
1994,Manitoba,Exploitation pétrolière et gazière,46,1.939430123
1995,Manitoba,Exploitation pétrolière et gazière,46,2.034446719
1996,Manitoba,Exploitation pétrolière et gazière,46,2.062083521
1997,Manitoba,Exploitation pétrolière et gazière,46,1.98321723
1998,Manitoba,Exploitation pétrolière et gazière,46,1.735192852
1999,Manitoba,Exploitation pétrolière et gazière,46,1.821845742
2000,Manitoba,Exploitation pétrolière et gazière,46,1.425111333
2001,Manitoba,Exploitation pétrolière et gazière,46,1.052070267
2002,Manitoba,Exploitation pétrolière et gazière,46,1.095082522
2003,Manitoba,Exploitation pétrolière et gazière,46,0.850087543
2004,Manitoba,Exploitation pétrolière et gazière,46,0.799347322
2005,Manitoba,Exploitation pétrolière et gazière,46,1.018343244
2006,Manitoba,Exploitation pétrolière et gazière,46,1.047899241
2007,Manitoba,Exploitation pétrolière et gazière,46,0.956575671
2008,Manitoba,Exploitation pétrolière et gazière,46,0.840413817
2009,Manitoba,Exploitation pétrolière et gazière,46,0.733542842
2010,Manitoba,Exploitation pétrolière et gazière,46,0.673838163
2011,Manitoba,Exploitation pétrolière et gazière,46,0.795400198
2012,Manitoba,Exploitation pétrolière et gazière,46,0.880129849
2013,Manitoba,Exploitation pétrolière et gazière,46,1.029400217
2014,Manitoba,Exploitation pétrolière et gazière,46,1.216081795
2015,Manitoba,Exploitation pétrolière et gazière,46,1.21815596
2016,Manitoba,Exploitation pétrolière et gazière,46,1.102544717
2017,Manitoba,Exploitation pétrolière et gazière,46,0.982325673
2018,Manitoba,Exploitation pétrolière et gazière,46,1.147020689
2019,Manitoba,Exploitation pétrolière et gazière,46,1.11294569
2020,Manitoba,Exploitation pétrolière et gazière,46,0.892036671
1990,Manitoba,Électricité,46,0.523619399
1991,Manitoba,Électricité,46,0.389830195
1992,Manitoba,Électricité,46,0.393269702
1993,Manitoba,Électricité,46,0.304084222
1994,Manitoba,Électricité,46,0.316078861
1995,Manitoba,Électricité,46,0.202831365
1996,Manitoba,Électricité,46,0.307369759
1997,Manitoba,Électricité,46,0.276286283
1998,Manitoba,Électricité,46,1.016102901
1999,Manitoba,Électricité,46,0.609406479
2000,Manitoba,Électricité,46,1.076219728
2001,Manitoba,Électricité,46,0.556696831
2002,Manitoba,Électricité,46,0.462150205
2003,Manitoba,Électricité,46,0.817564849
2004,Manitoba,Électricité,46,0.614899076
2005,Manitoba,Électricité,46,0.361374615
2006,Manitoba,Électricité,46,0.425105473
2007,Manitoba,Électricité,46,0.498000228
2008,Manitoba,Électricité,46,0.447035382
2009,Manitoba,Électricité,46,0.203856641
2010,Manitoba,Électricité,46,0.094383778
2011,Manitoba,Électricité,46,0.127855969
2012,Manitoba,Électricité,46,0.113194517
2013,Manitoba,Électricité,46,0.121143196
2014,Manitoba,Électricité,46,0.12726682
2015,Manitoba,Électricité,46,0.125138127
2016,Manitoba,Électricité,46,0.071500715
2017,Manitoba,Électricité,46,0.070688662
2018,Manitoba,Électricité,46,0.04334626
2019,Manitoba,Électricité,46,0.041796458
2020,Manitoba,Électricité,46,0.042816966
1990,Manitoba,Transports,46,5.011800686
1991,Manitoba,Transports,46,4.847917808
1992,Manitoba,Transports,46,4.860849094
1993,Manitoba,Transports,46,4.76573112
1994,Manitoba,Transports,46,4.949259685
1995,Manitoba,Transports,46,5.024378952
1996,Manitoba,Transports,46,5.010530497
1997,Manitoba,Transports,46,5.144714909
1998,Manitoba,Transports,46,5.169140331
1999,Manitoba,Transports,46,5.357872229
2000,Manitoba,Transports,46,5.360140162
2001,Manitoba,Transports,46,5.374303476
2002,Manitoba,Transports,46,5.446754123
2003,Manitoba,Transports,46,5.601265705
2004,Manitoba,Transports,46,5.822440036
2005,Manitoba,Transports,46,5.661596309
2006,Manitoba,Transports,46,5.850446914
2007,Manitoba,Transports,46,6.167794423
2008,Manitoba,Transports,46,5.928311359
2009,Manitoba,Transports,46,5.55378471
2010,Manitoba,Transports,46,5.886854008
2011,Manitoba,Transports,46,6.008032827
2012,Manitoba,Transports,46,7.14661946
2013,Manitoba,Transports,46,7.018818073
2014,Manitoba,Transports,46,7.148161118
2015,Manitoba,Transports,46,6.755217057
2016,Manitoba,Transports,46,6.946122581
2017,Manitoba,Transports,46,7.203118468
2018,Manitoba,Transports,46,7.659309482
2019,Manitoba,Transports,46,7.500212392
2020,Manitoba,Transports,46,6.757319099
1990,Manitoba,Industrie lourde,46,1.344673849
1991,Manitoba,Industrie lourde,46,1.231599324
1992,Manitoba,Industrie lourde,46,1.075148746
1993,Manitoba,Industrie lourde,46,1.059547649
1994,Manitoba,Industrie lourde,46,0.956621369
1995,Manitoba,Industrie lourde,46,1.00927966
1996,Manitoba,Industrie lourde,46,1.148819082
1997,Manitoba,Industrie lourde,46,1.041944085
1998,Manitoba,Industrie lourde,46,1.287534935
1999,Manitoba,Industrie lourde,46,1.345226842
2000,Manitoba,Industrie lourde,46,1.348897897
2001,Manitoba,Industrie lourde,46,1.309540537
2002,Manitoba,Industrie lourde,46,1.319743129
2003,Manitoba,Industrie lourde,46,1.300212279
2004,Manitoba,Industrie lourde,46,1.415922153
2005,Manitoba,Industrie lourde,46,1.557247278
2006,Manitoba,Industrie lourde,46,1.620905037
2007,Manitoba,Industrie lourde,46,1.656181218
2008,Manitoba,Industrie lourde,46,1.725174289
2009,Manitoba,Industrie lourde,46,1.615687145
2010,Manitoba,Industrie lourde,46,1.319453403
2011,Manitoba,Industrie lourde,46,1.286273129
2012,Manitoba,Industrie lourde,46,1.183301108
2013,Manitoba,Industrie lourde,46,1.376196971
2014,Manitoba,Industrie lourde,46,1.210265259
2015,Manitoba,Industrie lourde,46,1.267767519
2016,Manitoba,Industrie lourde,46,1.331022208
2017,Manitoba,Industrie lourde,46,1.266001934
2018,Manitoba,Industrie lourde,46,1.349269692
2019,Manitoba,Industrie lourde,46,1.257139165
2020,Manitoba,Industrie lourde,46,1.246892269
1990,Manitoba,Bâtiments,46,3.059995504
1991,Manitoba,Bâtiments,46,2.981114546
1992,Manitoba,Bâtiments,46,2.95419714
1993,Manitoba,Bâtiments,46,3.01798769
1994,Manitoba,Bâtiments,46,2.856569181
1995,Manitoba,Bâtiments,46,3.070902433
1996,Manitoba,Bâtiments,46,3.319645177
1997,Manitoba,Bâtiments,46,3.128954795
1998,Manitoba,Bâtiments,46,2.817725333
1999,Manitoba,Bâtiments,46,2.832054747
2000,Manitoba,Bâtiments,46,3.11814683
2001,Manitoba,Bâtiments,46,2.882472423
2002,Manitoba,Bâtiments,46,3.072510751
2003,Manitoba,Bâtiments,46,2.900880123
2004,Manitoba,Bâtiments,46,2.907175253
2005,Manitoba,Bâtiments,46,2.633208355
2006,Manitoba,Bâtiments,46,2.318074835
2007,Manitoba,Bâtiments,46,2.559893724
2008,Manitoba,Bâtiments,46,2.736320766
2009,Manitoba,Bâtiments,46,2.597039903
2010,Manitoba,Bâtiments,46,2.554578259
2011,Manitoba,Bâtiments,46,2.59645762
2012,Manitoba,Bâtiments,46,2.443167636
2013,Manitoba,Bâtiments,46,2.829162603
2014,Manitoba,Bâtiments,46,2.925547805
2015,Manitoba,Bâtiments,46,2.612790101
2016,Manitoba,Bâtiments,46,2.623811345
2017,Manitoba,Bâtiments,46,2.820434226
2018,Manitoba,Bâtiments,46,3.103715683
2019,Manitoba,Bâtiments,46,3.170923172
2020,Manitoba,Bâtiments,46,3.039942005
1990,Manitoba,Agriculture,46,5.217147091
1991,Manitoba,Agriculture,46,5.254622847
1992,Manitoba,Agriculture,46,5.593405895
1993,Manitoba,Agriculture,46,5.689962167
1994,Manitoba,Agriculture,46,6.229131908
1995,Manitoba,Agriculture,46,6.423101709
1996,Manitoba,Agriculture,46,6.656212691
1997,Manitoba,Agriculture,46,6.716192856
1998,Manitoba,Agriculture,46,6.789542109
1999,Manitoba,Agriculture,46,6.56887017
2000,Manitoba,Agriculture,46,6.663487611
2001,Manitoba,Agriculture,46,6.517290442
2002,Manitoba,Agriculture,46,6.919250099
2003,Manitoba,Agriculture,46,7.204348488
2004,Manitoba,Agriculture,46,7.254022925
2005,Manitoba,Agriculture,46,7.150188845
2006,Manitoba,Agriculture,46,7.649734069
2007,Manitoba,Agriculture,46,7.113778337
2008,Manitoba,Agriculture,46,7.225161207
2009,Manitoba,Agriculture,46,6.705000156
2010,Manitoba,Agriculture,46,6.551542479
2011,Manitoba,Agriculture,46,6.262104752
2012,Manitoba,Agriculture,46,6.648676522
2013,Manitoba,Agriculture,46,6.799431271
2014,Manitoba,Agriculture,46,6.493204136
2015,Manitoba,Agriculture,46,6.6376593
2016,Manitoba,Agriculture,46,6.735397867
2017,Manitoba,Agriculture,46,6.869584218
2018,Manitoba,Agriculture,46,6.97492466
2019,Manitoba,Agriculture,46,6.906412904
2020,Manitoba,Agriculture,46,7.341940212
1990,Manitoba,Déchets et autres,46,0.98553412
1991,Manitoba,Déchets et autres,46,1.018482557
1992,Manitoba,Déchets et autres,46,1.051302372
1993,Manitoba,Déchets et autres,46,1.084493322
1994,Manitoba,Déchets et autres,46,1.119883041
1995,Manitoba,Déchets et autres,46,1.153361955
1996,Manitoba,Déchets et autres,46,1.186516375
1997,Manitoba,Déchets et autres,46,1.217991105
1998,Manitoba,Déchets et autres,46,1.24889744
1999,Manitoba,Déchets et autres,46,1.279832084
2000,Manitoba,Déchets et autres,46,1.305596631
2001,Manitoba,Déchets et autres,46,1.327507128
2002,Manitoba,Déchets et autres,46,1.348554484
2003,Manitoba,Déchets et autres,46,1.357717912
2004,Manitoba,Déchets et autres,46,1.36840061
2005,Manitoba,Déchets et autres,46,1.381224111
2006,Manitoba,Déchets et autres,46,1.38857662
2007,Manitoba,Déchets et autres,46,1.401093708
2008,Manitoba,Déchets et autres,46,1.413846457
2009,Manitoba,Déchets et autres,46,1.423311555
2010,Manitoba,Déchets et autres,46,1.436050929
2011,Manitoba,Déchets et autres,46,1.452260704
2012,Manitoba,Déchets et autres,46,1.468350038
2013,Manitoba,Déchets et autres,46,1.435899963
2014,Manitoba,Déchets et autres,46,1.39892185
2015,Manitoba,Déchets et autres,46,1.407587822
2016,Manitoba,Déchets et autres,46,1.422358728
2017,Manitoba,Déchets et autres,46,1.388583354
2018,Manitoba,Déchets et autres,46,1.351523756
2019,Manitoba,Déchets et autres,46,1.309604862
2020,Manitoba,Déchets et autres,46,1.38232058
1990,Manitoba,Production de charbon,46,0.0
1991,Manitoba,Production de charbon,46,0.0
1992,Manitoba,Production de charbon,46,0.0
1993,Manitoba,Production de charbon,46,0.0
1994,Manitoba,Production de charbon,46,0.0
1995,Manitoba,Production de charbon,46,0.0
1996,Manitoba,Production de charbon,46,0.0
1997,Manitoba,Production de charbon,46,0.0
1998,Manitoba,Production de charbon,46,0.0
1999,Manitoba,Production de charbon,46,0.0
2000,Manitoba,Production de charbon,46,0.0
2001,Manitoba,Production de charbon,46,0.0
2002,Manitoba,Production de charbon,46,0.0
2003,Manitoba,Production de charbon,46,0.0
2004,Manitoba,Production de charbon,46,0.0
2005,Manitoba,Production de charbon,46,0.0
2006,Manitoba,Production de charbon,46,0.0
2007,Manitoba,Production de charbon,46,0.0
2008,Manitoba,Production de charbon,46,0.0
2009,Manitoba,Production de charbon,46,0.0
2010,Manitoba,Production de charbon,46,0.0
2011,Manitoba,Production de charbon,46,0.0
2012,Manitoba,Production de charbon,46,0.0
2013,Manitoba,Production de charbon,46,0.0
2014,Manitoba,Production de charbon,46,0.0
2015,Manitoba,Production de charbon,46,0.0
2016,Manitoba,Production de charbon,46,0.0
2017,Manitoba,Production de charbon,46,0.0
2018,Manitoba,Production de charbon,46,0.0
2019,Manitoba,Production de charbon,46,0.0
2020,Manitoba,Production de charbon,46,0.0
1990,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.592406941
1991,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.532046174
1992,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.419955429
1993,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.392089746
1994,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.529277667
1995,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.578702586
1996,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.515115137
1997,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.55358644
1998,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.526766604
1999,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.592000566
2000,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.599540086
2001,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.622513055
2002,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.773086223
2003,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.653619951
2004,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.708710738
2005,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.767368939
2006,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.774617223
2007,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.906627581
2008,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.897481591
2009,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.820126137
2010,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.809006953
2011,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.794180718
2012,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.949828901
2013,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.779169495
2014,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.815725106
2015,Manitoba,"Fabrication légère, construction et ressources forestières",46,1.038553064
2016,Manitoba,"Fabrication légère, construction et ressources forestières",46,1.063588166
2017,Manitoba,"Fabrication légère, construction et ressources forestières",46,1.208675285
2018,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.943873043
2019,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.964854841
2020,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.970796411
1990,Saskatchewan,Inventaire provincial,47,45.13146516
1991,Saskatchewan,Inventaire provincial,47,46.59449609
1992,Saskatchewan,Inventaire provincial,47,52.14312469
1993,Saskatchewan,Inventaire provincial,47,55.33541484
1994,Saskatchewan,Inventaire provincial,47,58.72004098
1995,Saskatchewan,Inventaire provincial,47,60.97651852
1996,Saskatchewan,Inventaire provincial,47,63.52324517
1997,Saskatchewan,Inventaire provincial,47,66.23152148
1998,Saskatchewan,Inventaire provincial,47,65.7619729
1999,Saskatchewan,Inventaire provincial,47,66.56856863
2000,Saskatchewan,Inventaire provincial,47,68.30989067
2001,Saskatchewan,Inventaire provincial,47,67.7153195
2002,Saskatchewan,Inventaire provincial,47,68.92771762
2003,Saskatchewan,Inventaire provincial,47,70.83183273
2004,Saskatchewan,Inventaire provincial,47,72.32076597
2005,Saskatchewan,Inventaire provincial,47,71.30882264
2006,Saskatchewan,Inventaire provincial,47,70.82444083
2007,Saskatchewan,Inventaire provincial,47,72.94018955
2008,Saskatchewan,Inventaire provincial,47,73.26168292
2009,Saskatchewan,Inventaire provincial,47,71.71322087
2010,Saskatchewan,Inventaire provincial,47,71.07082552
2011,Saskatchewan,Inventaire provincial,47,70.75141193
2012,Saskatchewan,Inventaire provincial,47,73.72664652
2013,Saskatchewan,Inventaire provincial,47,75.35131387
2014,Saskatchewan,Inventaire provincial,47,77.41710314
2015,Saskatchewan,Inventaire provincial,47,79.10774531
2016,Saskatchewan,Inventaire provincial,47,76.80626488
2017,Saskatchewan,Inventaire provincial,47,79.38558949
2018,Saskatchewan,Inventaire provincial,47,80.44376763
2019,Saskatchewan,Inventaire provincial,47,78.01624214
2020,Saskatchewan,Inventaire provincial,47,65.89415934
1990,Saskatchewan,Exploitation pétrolière et gazière,47,13.72240133
1991,Saskatchewan,Exploitation pétrolière et gazière,47,14.08582368
1992,Saskatchewan,Exploitation pétrolière et gazière,47,17.0370401
1993,Saskatchewan,Exploitation pétrolière et gazière,47,19.35109093
1994,Saskatchewan,Exploitation pétrolière et gazière,47,20.58429278
1995,Saskatchewan,Exploitation pétrolière et gazière,47,22.13076187
1996,Saskatchewan,Exploitation pétrolière et gazière,47,22.91165901
1997,Saskatchewan,Exploitation pétrolière et gazière,47,25.43560732
1998,Saskatchewan,Exploitation pétrolière et gazière,47,25.4113322
1999,Saskatchewan,Exploitation pétrolière et gazière,47,26.14966347
2000,Saskatchewan,Exploitation pétrolière et gazière,47,28.41478328
2001,Saskatchewan,Exploitation pétrolière et gazière,47,27.96080443
2002,Saskatchewan,Exploitation pétrolière et gazière,47,28.5148465
2003,Saskatchewan,Exploitation pétrolière et gazière,47,28.64999745
2004,Saskatchewan,Exploitation pétrolière et gazière,47,29.29818864
2005,Saskatchewan,Exploitation pétrolière et gazière,47,28.9742335
2006,Saskatchewan,Exploitation pétrolière et gazière,47,28.63829028
2007,Saskatchewan,Exploitation pétrolière et gazière,47,28.97623992
2008,Saskatchewan,Exploitation pétrolière et gazière,47,27.99500414
2009,Saskatchewan,Exploitation pétrolière et gazière,47,26.51981351
2010,Saskatchewan,Exploitation pétrolière et gazière,47,25.69028229
2011,Saskatchewan,Exploitation pétrolière et gazière,47,25.43057628
2012,Saskatchewan,Exploitation pétrolière et gazière,47,26.48518692
2013,Saskatchewan,Exploitation pétrolière et gazière,47,27.39115471
2014,Saskatchewan,Exploitation pétrolière et gazière,47,29.77080503
2015,Saskatchewan,Exploitation pétrolière et gazière,47,29.96389846
2016,Saskatchewan,Exploitation pétrolière et gazière,47,27.85120815
2017,Saskatchewan,Exploitation pétrolière et gazière,47,28.1968469
2018,Saskatchewan,Exploitation pétrolière et gazière,47,27.76700161
2019,Saskatchewan,Exploitation pétrolière et gazière,47,26.51861694
2020,Saskatchewan,Exploitation pétrolière et gazière,47,17.32464886
1990,Saskatchewan,Électricité,47,11.12682686
1991,Saskatchewan,Électricité,47,11.30049996
1992,Saskatchewan,Électricité,47,12.83281854
1993,Saskatchewan,Électricité,47,13.02912641
1994,Saskatchewan,Électricité,47,13.84858605
1995,Saskatchewan,Électricité,47,14.32559174
1996,Saskatchewan,Électricité,47,14.33337877
1997,Saskatchewan,Électricité,47,15.00162791
1998,Saskatchewan,Électricité,47,15.15234846
1999,Saskatchewan,Électricité,47,14.82422522
2000,Saskatchewan,Électricité,47,13.77127921
2001,Saskatchewan,Électricité,47,14.27652173
