Year,Géographie,Source,GeoCode,Value
2002,Saskatchewan,Électricité,47,14.1395822
2003,Saskatchewan,Électricité,47,15.04148914
2004,Saskatchewan,Électricité,47,15.59583734
2005,Saskatchewan,Électricité,47,14.2945175
2006,Saskatchewan,Électricité,47,13.84846886
2007,Saskatchewan,Électricité,47,14.39874828
2008,Saskatchewan,Électricité,47,14.13564052
2009,Saskatchewan,Électricité,47,15.03613635
2010,Saskatchewan,Électricité,47,14.94652556
2011,Saskatchewan,Électricité,47,14.24335274
2012,Saskatchewan,Électricité,47,14.72576029
2013,Saskatchewan,Électricité,47,13.63802143
2014,Saskatchewan,Électricité,47,13.79415665
2015,Saskatchewan,Électricité,47,14.75509567
2016,Saskatchewan,Électricité,47,14.66761903
2017,Saskatchewan,Électricité,47,15.27760984
2018,Saskatchewan,Électricité,47,14.91358736
2019,Saskatchewan,Électricité,47,14.82503912
2020,Saskatchewan,Électricité,47,12.60693492
1990,Saskatchewan,Transports,47,5.483066395
1991,Saskatchewan,Transports,47,5.429998411
1992,Saskatchewan,Transports,47,5.482105583
1993,Saskatchewan,Transports,47,5.487885189
1994,Saskatchewan,Transports,47,5.609121602
1995,Saskatchewan,Transports,47,5.476935872
1996,Saskatchewan,Transports,47,5.665157254
1997,Saskatchewan,Transports,47,5.728645901
1998,Saskatchewan,Transports,47,5.795505323
1999,Saskatchewan,Transports,47,6.008127116
2000,Saskatchewan,Transports,47,6.14502486
2001,Saskatchewan,Transports,47,6.15678884
2002,Saskatchewan,Transports,47,6.27086757
2003,Saskatchewan,Transports,47,6.460222438
2004,Saskatchewan,Transports,47,6.603351447
2005,Saskatchewan,Transports,47,6.49809063
2006,Saskatchewan,Transports,47,7.02378393
2007,Saskatchewan,Transports,47,7.543908313
2008,Saskatchewan,Transports,47,8.223414362
2009,Saskatchewan,Transports,47,8.495217806
2010,Saskatchewan,Transports,47,8.98689712
2011,Saskatchewan,Transports,47,8.582030818
2012,Saskatchewan,Transports,47,9.698419222
2013,Saskatchewan,Transports,47,10.46740029
2014,Saskatchewan,Transports,47,10.46143068
2015,Saskatchewan,Transports,47,10.85301322
2016,Saskatchewan,Transports,47,10.77141064
2017,Saskatchewan,Transports,47,11.16170761
2018,Saskatchewan,Transports,47,11.30275043
2019,Saskatchewan,Transports,47,11.05900797
2020,Saskatchewan,Transports,47,10.09344727
1990,Saskatchewan,Industrie lourde,47,1.610836069
1991,Saskatchewan,Industrie lourde,47,1.642332083
1992,Saskatchewan,Industrie lourde,47,1.360702227
1993,Saskatchewan,Industrie lourde,47,2.242978183
1994,Saskatchewan,Industrie lourde,47,2.681814296
1995,Saskatchewan,Industrie lourde,47,2.6998616
1996,Saskatchewan,Industrie lourde,47,2.677762211
1997,Saskatchewan,Industrie lourde,47,2.584290715
1998,Saskatchewan,Industrie lourde,47,2.528669137
1999,Saskatchewan,Industrie lourde,47,2.451073234
2000,Saskatchewan,Industrie lourde,47,2.426210387
2001,Saskatchewan,Industrie lourde,47,2.466412236
2002,Saskatchewan,Industrie lourde,47,2.427932968
2003,Saskatchewan,Industrie lourde,47,2.421431983
2004,Saskatchewan,Industrie lourde,47,2.464389658
2005,Saskatchewan,Industrie lourde,47,2.291543701
2006,Saskatchewan,Industrie lourde,47,2.4114655
2007,Saskatchewan,Industrie lourde,47,3.010749043
2008,Saskatchewan,Industrie lourde,47,3.458772255
2009,Saskatchewan,Industrie lourde,47,2.513788368
2010,Saskatchewan,Industrie lourde,47,3.023326927
2011,Saskatchewan,Industrie lourde,47,3.95636697
2012,Saskatchewan,Industrie lourde,47,3.948027488
2013,Saskatchewan,Industrie lourde,47,3.742569497
2014,Saskatchewan,Industrie lourde,47,3.441084323
2015,Saskatchewan,Industrie lourde,47,3.490916214
2016,Saskatchewan,Industrie lourde,47,3.377343373
2017,Saskatchewan,Industrie lourde,47,3.752942015
2018,Saskatchewan,Industrie lourde,47,4.653832571
2019,Saskatchewan,Industrie lourde,47,3.752360148
2020,Saskatchewan,Industrie lourde,47,3.983520174
1990,Saskatchewan,Bâtiments,47,3.097875957
1991,Saskatchewan,Bâtiments,47,3.217879374
1992,Saskatchewan,Bâtiments,47,3.0287542
1993,Saskatchewan,Bâtiments,47,3.535859812
1994,Saskatchewan,Bâtiments,47,3.308938593
1995,Saskatchewan,Bâtiments,47,3.281710593
1996,Saskatchewan,Bâtiments,47,3.811588242
1997,Saskatchewan,Bâtiments,47,3.25268034
1998,Saskatchewan,Bâtiments,47,3.148024993
1999,Saskatchewan,Bâtiments,47,3.537288374
2000,Saskatchewan,Bâtiments,47,3.680105449
2001,Saskatchewan,Bâtiments,47,3.522515681
2002,Saskatchewan,Bâtiments,47,4.009256226
2003,Saskatchewan,Bâtiments,47,3.625304054
2004,Saskatchewan,Bâtiments,47,3.453646498
2005,Saskatchewan,Bâtiments,47,3.305595384
2006,Saskatchewan,Bâtiments,47,3.220127695
2007,Saskatchewan,Bâtiments,47,3.054032656
2008,Saskatchewan,Bâtiments,47,3.25417004
2009,Saskatchewan,Bâtiments,47,3.615620127
2010,Saskatchewan,Bâtiments,47,3.544915143
2011,Saskatchewan,Bâtiments,47,3.32707887
2012,Saskatchewan,Bâtiments,47,3.128305956
2013,Saskatchewan,Bâtiments,47,3.336570091
2014,Saskatchewan,Bâtiments,47,3.359456508
2015,Saskatchewan,Bâtiments,47,3.18279216
2016,Saskatchewan,Bâtiments,47,3.379556739
2017,Saskatchewan,Bâtiments,47,3.647803504
2018,Saskatchewan,Bâtiments,47,4.032434216
2019,Saskatchewan,Bâtiments,47,4.222655005
2020,Saskatchewan,Bâtiments,47,3.850907686
1990,Saskatchewan,Agriculture,47,8.414444181
1991,Saskatchewan,Agriculture,47,8.679207811
1992,Saskatchewan,Agriculture,47,9.343399619
1993,Saskatchewan,Agriculture,47,9.996737386
1994,Saskatchewan,Agriculture,47,10.70308885
1995,Saskatchewan,Agriculture,47,11.26018471
1996,Saskatchewan,Agriculture,47,11.90189809
1997,Saskatchewan,Agriculture,47,12.04117751
1998,Saskatchewan,Agriculture,47,11.53902056
1999,Saskatchewan,Agriculture,47,11.47309413
2000,Saskatchewan,Agriculture,47,11.71711175
2001,Saskatchewan,Agriculture,47,11.27995717
2002,Saskatchewan,Agriculture,47,11.55326076
2003,Saskatchewan,Agriculture,47,12.8522906
2004,Saskatchewan,Agriculture,47,13.10709562
2005,Saskatchewan,Agriculture,47,14.10297352
2006,Saskatchewan,Agriculture,47,13.56769111
2007,Saskatchewan,Agriculture,47,13.84503445
2008,Saskatchewan,Agriculture,47,14.00660747
2009,Saskatchewan,Agriculture,47,13.47942496
2010,Saskatchewan,Agriculture,47,12.80668256
2011,Saskatchewan,Agriculture,47,13.05826115
2012,Saskatchewan,Agriculture,47,13.62326181
2013,Saskatchewan,Agriculture,47,14.70465165
2014,Saskatchewan,Agriculture,47,14.29095208
2015,Saskatchewan,Agriculture,47,14.62783059
2016,Saskatchewan,Agriculture,47,14.69903121
2017,Saskatchewan,Agriculture,47,15.27107329
2018,Saskatchewan,Agriculture,47,15.70889777
2019,Saskatchewan,Agriculture,47,15.55512999
2020,Saskatchewan,Agriculture,47,16.0725939
1990,Saskatchewan,Déchets et autres,47,1.018889951
1991,Saskatchewan,Déchets et autres,47,1.060395327
1992,Saskatchewan,Déchets et autres,47,1.100162001
1993,Saskatchewan,Déchets et autres,47,1.139794244
1994,Saskatchewan,Déchets et autres,47,1.179959749
1995,Saskatchewan,Déchets et autres,47,1.2199092
1996,Saskatchewan,Déchets et autres,47,1.261089394
1997,Saskatchewan,Déchets et autres,47,1.295407811
1998,Saskatchewan,Déchets et autres,47,1.325862677
1999,Saskatchewan,Déchets et autres,47,1.35017535
2000,Saskatchewan,Déchets et autres,47,1.371236641
2001,Saskatchewan,Déchets et autres,47,1.391325831
2002,Saskatchewan,Déchets et autres,47,1.40832052
2003,Saskatchewan,Déchets et autres,47,1.406755904
2004,Saskatchewan,Déchets et autres,47,1.405451598
2005,Saskatchewan,Déchets et autres,47,1.405762657
2006,Saskatchewan,Déchets et autres,47,1.405212592
2007,Saskatchewan,Déchets et autres,47,1.381209256
2008,Saskatchewan,Déchets et autres,47,1.384228742
2009,Saskatchewan,Déchets et autres,47,1.384183791
2010,Saskatchewan,Déchets et autres,47,1.386684711
2011,Saskatchewan,Déchets et autres,47,1.39064292
2012,Saskatchewan,Déchets et autres,47,1.397487575
2013,Saskatchewan,Déchets et autres,47,1.364416451
2014,Saskatchewan,Déchets et autres,47,1.367821233
2015,Saskatchewan,Déchets et autres,47,1.361938139
2016,Saskatchewan,Déchets et autres,47,1.356389809
2017,Saskatchewan,Déchets et autres,47,1.382985805
2018,Saskatchewan,Déchets et autres,47,1.37695218
2019,Saskatchewan,Déchets et autres,47,1.408124118
2020,Saskatchewan,Déchets et autres,47,1.411996419
1990,Saskatchewan,Production de charbon,47,0.035748995
1991,Saskatchewan,Production de charbon,47,0.035586774
1992,Saskatchewan,Production de charbon,47,0.039328788
1993,Saskatchewan,Production de charbon,47,0.041662138
1994,Saskatchewan,Production de charbon,47,0.039685156
1995,Saskatchewan,Production de charbon,47,0.040907536
1996,Saskatchewan,Production de charbon,47,0.039775938
1997,Saskatchewan,Production de charbon,47,0.04016302
1998,Saskatchewan,Production de charbon,47,0.041306691
1999,Saskatchewan,Production de charbon,47,0.040368651
2000,Saskatchewan,Production de charbon,47,0.038173372
2001,Saskatchewan,Production de charbon,47,0.038003675
2002,Saskatchewan,Production de charbon,47,0.036996958
2003,Saskatchewan,Production de charbon,47,0.035238489
2004,Saskatchewan,Production de charbon,47,0.039753449
2005,Saskatchewan,Production de charbon,47,0.03775716
2006,Saskatchewan,Production de charbon,47,0.036198818
2007,Saskatchewan,Production de charbon,47,0.036386761
2008,Saskatchewan,Production de charbon,47,0.033864014
2009,Saskatchewan,Production de charbon,47,0.040579749
2010,Saskatchewan,Production de charbon,47,0.0392826
2011,Saskatchewan,Production de charbon,47,0.033800465
2012,Saskatchewan,Production de charbon,47,0.032833379
2013,Saskatchewan,Production de charbon,47,0.029328345
2014,Saskatchewan,Production de charbon,47,0.029119586
2015,Saskatchewan,Production de charbon,47,0.033831413
2016,Saskatchewan,Production de charbon,47,0.028301347
2017,Saskatchewan,Production de charbon,47,0.030638414
2018,Saskatchewan,Production de charbon,47,0.033886865
2019,Saskatchewan,Production de charbon,47,0.031733498
2020,Saskatchewan,Production de charbon,47,0.035706367
1990,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.621375423
1991,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,1.142772667
1992,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,1.918813641
1993,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.510280552
1994,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.764553894
1995,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.540655396
1996,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.920936254
1997,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.851920957
1998,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.819902865
1999,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.734553084
2000,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.745965726
2001,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.622989905
2002,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.56665393
2003,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.339102666
2004,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.353051713
2005,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.398348585
2006,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.673202046
2007,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.693880867
2008,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.769981379
2009,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.628456215
2010,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.646228609
2011,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.729301714
2012,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.687363874
2013,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.677201399
2014,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.902277055
2015,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.838429449
2016,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.675404582
2017,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.663982108
2018,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.654424617
2019,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.643575346
2020,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.51440375
1990,Alberta,Inventaire provincial,48,165.6496913
1991,Alberta,Inventaire provincial,48,166.5556763
1992,Alberta,Inventaire provincial,48,174.0794722
1993,Alberta,Inventaire provincial,48,179.4936475
1994,Alberta,Inventaire provincial,48,188.8178522
1995,Alberta,Inventaire provincial,48,194.0938173
1996,Alberta,Inventaire provincial,48,200.7235641
1997,Alberta,Inventaire provincial,48,205.5842439
1998,Alberta,Inventaire provincial,48,206.7149577
1999,Alberta,Inventaire provincial,48,213.9206648
2000,Alberta,Inventaire provincial,48,222.6298623
2001,Alberta,Inventaire provincial,48,222.3861447
2002,Alberta,Inventaire provincial,48,224.0823649
2003,Alberta,Inventaire provincial,48,232.8736673
2004,Alberta,Inventaire provincial,48,231.9753986
2005,Alberta,Inventaire provincial,48,237.0932011
2006,Alberta,Inventaire provincial,48,245.0571632
2007,Alberta,Inventaire provincial,48,253.4559154
2008,Alberta,Inventaire provincial,48,252.055657
2009,Alberta,Inventaire provincial,48,245.7733386
2010,Alberta,Inventaire provincial,48,254.9280207
2011,Alberta,Inventaire provincial,48,263.7294459
2012,Alberta,Inventaire provincial,48,273.0539185
2013,Alberta,Inventaire provincial,48,279.3628657
2014,Alberta,Inventaire provincial,48,283.1844084
2015,Alberta,Inventaire provincial,48,284.2861002
2016,Alberta,Inventaire provincial,48,268.1634657
2017,Alberta,Inventaire provincial,48,275.817193
2018,Alberta,Inventaire provincial,48,276.5039831
2019,Alberta,Inventaire provincial,48,278.7994149
2020,Alberta,Inventaire provincial,48,256.4595426
1990,Alberta,Exploitation pétrolière et gazière,48,61.96130701
1991,Alberta,Exploitation pétrolière et gazière,48,62.82788075
1992,Alberta,Exploitation pétrolière et gazière,48,67.58082265
1993,Alberta,Exploitation pétrolière et gazière,48,71.05562331
1994,Alberta,Exploitation pétrolière et gazière,48,72.56929752
1995,Alberta,Exploitation pétrolière et gazière,48,74.57271488
1996,Alberta,Exploitation pétrolière et gazière,48,78.30463787
1997,Alberta,Exploitation pétrolière et gazière,48,78.74993828
1998,Alberta,Exploitation pétrolière et gazière,48,80.30896271
1999,Alberta,Exploitation pétrolière et gazière,48,88.28421592
2000,Alberta,Exploitation pétrolière et gazière,48,92.6380903
2001,Alberta,Exploitation pétrolière et gazière,48,94.3751695
2002,Alberta,Exploitation pétrolière et gazière,48,96.02086353
2003,Alberta,Exploitation pétrolière et gazière,48,101.463283
2004,Alberta,Exploitation pétrolière et gazière,48,101.6448517
2005,Alberta,Exploitation pétrolière et gazière,48,105.339176
2006,Alberta,Exploitation pétrolière et gazière,48,111.4383841
2007,Alberta,Exploitation pétrolière et gazière,48,115.9139087
2008,Alberta,Exploitation pétrolière et gazière,48,114.9073758
2009,Alberta,Exploitation pétrolière et gazière,48,114.6138036
2010,Alberta,Exploitation pétrolière et gazière,48,120.2209663
2011,Alberta,Exploitation pétrolière et gazière,48,126.8325104
2012,Alberta,Exploitation pétrolière et gazière,48,133.6268147
2013,Alberta,Exploitation pétrolière et gazière,48,136.9861239
2014,Alberta,Exploitation pétrolière et gazière,48,140.5124114
2015,Alberta,Exploitation pétrolière et gazière,48,141.5525447
2016,Alberta,Exploitation pétrolière et gazière,48,134.0308236
2017,Alberta,Exploitation pétrolière et gazière,48,138.0588944
2018,Alberta,Exploitation pétrolière et gazière,48,146.6361981
2019,Alberta,Exploitation pétrolière et gazière,48,146.8008198
2020,Alberta,Exploitation pétrolière et gazière,48,132.8324531
1990,Alberta,Électricité,48,39.7591437
1991,Alberta,Électricité,48,41.55666458
1992,Alberta,Électricité,48,44.71101779
1993,Alberta,Électricité,48,45.37940198
1994,Alberta,Électricité,48,48.67134916
1995,Alberta,Électricité,48,48.18185018
1996,Alberta,Électricité,48,47.5358404
