Year,Géographie,Source,Value
2004,Manitoba,Bâtiments,2.93227797
2004,Manitoba,Déchets et autres,1.339846051
2004,Manitoba,Agriculture,7.897383262
2005,Manitoba,Inventaire provincial,20.63436824
2005,Manitoba,Exploitation pétrolière et gazière,0.819211935
2005,Manitoba,Électricité,0.361555823
2005,Manitoba,Transports,5.441627094
2005,Manitoba,Industrie lourde,1.553310728
2005,Manitoba,"Fabrication légère, construction et ressources forestières",0.773456204
2005,Manitoba,Bâtiments,2.660931621
2005,Manitoba,Déchets et autres,1.35348868
2005,Manitoba,Agriculture,7.670786155
2006,Manitoba,Inventaire provincial,20.81775749
2006,Manitoba,Exploitation pétrolière et gazière,0.800740335
2006,Manitoba,Électricité,0.425724118
2006,Manitoba,Transports,5.589296156
2006,Manitoba,Industrie lourde,1.618168274
2006,Manitoba,"Fabrication légère, construction et ressources forestières",0.783657488
2006,Manitoba,Bâtiments,2.352343606
2006,Manitoba,Déchets et autres,1.359960887
2006,Manitoba,Agriculture,7.887866627
2007,Manitoba,Inventaire provincial,21.30600496
2007,Manitoba,Exploitation pétrolière et gazière,0.68053511
2007,Manitoba,Électricité,0.49854886
2007,Manitoba,Transports,5.850174822
2007,Manitoba,Industrie lourde,1.654614828
2007,Manitoba,"Fabrication légère, construction et ressources forestières",0.916737768
2007,Manitoba,Bâtiments,2.59322378
2007,Manitoba,Déchets et autres,1.372782721
2007,Manitoba,Agriculture,7.73938707
2008,Manitoba,Inventaire provincial,21.17662482
2008,Manitoba,Exploitation pétrolière et gazière,0.534072659
2008,Manitoba,Électricité,0.447157442
2008,Manitoba,Transports,5.543768167
2008,Manitoba,Industrie lourde,1.720910299
2008,Manitoba,"Fabrication légère, construction et ressources forestières",0.90569942
2008,Manitoba,Bâtiments,2.765359623
2008,Manitoba,Déchets et autres,1.384910975
2008,Manitoba,Agriculture,7.874746233
2009,Manitoba,Inventaire provincial,19.94494826
2009,Manitoba,Exploitation pétrolière et gazière,0.419268702
2009,Manitoba,Électricité,0.204166562
2009,Manitoba,Transports,5.54117074
2009,Manitoba,Industrie lourde,1.613282588
2009,Manitoba,"Fabrication légère, construction et ressources forestières",0.82857339
2009,Manitoba,Bâtiments,2.626212197
2009,Manitoba,Déchets et autres,1.395238047
2009,Manitoba,Agriculture,7.317036028
2010,Manitoba,Inventaire provincial,19.6955733
2010,Manitoba,Exploitation pétrolière et gazière,0.335085959
2010,Manitoba,Électricité,0.094566409
2010,Manitoba,Transports,5.986204493
2010,Manitoba,Industrie lourde,1.328933902
2010,Manitoba,"Fabrication légère, construction et ressources forestières",0.817104229
2010,Manitoba,Bâtiments,2.579243206
2010,Manitoba,Déchets et autres,1.407874878
2010,Manitoba,Agriculture,7.146560226
2011,Manitoba,Inventaire provincial,19.46287379
2011,Manitoba,Exploitation pétrolière et gazière,0.422159715
2011,Manitoba,Électricité,0.128318287
2011,Manitoba,Transports,6.088558755
2011,Manitoba,Industrie lourde,1.294508186
2011,Manitoba,"Fabrication légère, construction et ressources forestières",0.800722284
2011,Manitoba,Bâtiments,2.619593188
2011,Manitoba,Déchets et autres,1.422824926
2011,Manitoba,Agriculture,6.686188445
2012,Manitoba,Inventaire provincial,20.77619939
2012,Manitoba,Exploitation pétrolière et gazière,0.464519552
2012,Manitoba,Électricité,0.113350257
2012,Manitoba,Transports,7.114528224
2012,Manitoba,Industrie lourde,1.184813439
2012,Manitoba,"Fabrication légère, construction et ressources forestières",0.95448868
2012,Manitoba,Bâtiments,2.457582344
2012,Manitoba,Déchets et autres,1.436918679
2012,Manitoba,Agriculture,7.049998217
2013,Manitoba,Inventaire provincial,21.51960539
2013,Manitoba,Exploitation pétrolière et gazière,0.567312034
2013,Manitoba,Électricité,0.121341343
2013,Manitoba,Transports,6.955788036
2013,Manitoba,Industrie lourde,1.377233839
2013,Manitoba,"Fabrication légère, construction et ressources forestières",0.782858249
2013,Manitoba,Bâtiments,2.845514745
2013,Manitoba,Déchets et autres,1.402735823
2013,Manitoba,Agriculture,7.466821321
2014,Manitoba,Inventaire provincial,21.45434566
2014,Manitoba,Exploitation pétrolière et gazière,0.72514838
2014,Manitoba,Électricité,0.127443149
2014,Manitoba,Transports,7.152716142
2014,Manitoba,Industrie lourde,1.21002778
2014,Manitoba,"Fabrication légère, construction et ressources forestières",0.818943416
2014,Manitoba,Bâtiments,2.940312687
2014,Manitoba,Déchets et autres,1.368582456
2014,Manitoba,Agriculture,7.111171654
2015,Manitoba,Inventaire provincial,21.22262644
2015,Manitoba,Exploitation pétrolière et gazière,0.736229107
2015,Manitoba,Électricité,0.124816483
2015,Manitoba,Transports,6.843087637
2015,Manitoba,Industrie lourde,1.255606808
2015,Manitoba,"Fabrication légère, construction et ressources forestières",1.030132524
2015,Manitoba,Bâtiments,2.591656876
2015,Manitoba,Déchets et autres,1.375461154
2015,Manitoba,Agriculture,7.265635849
2016,Manitoba,Inventaire provincial,21.47766637
2016,Manitoba,Exploitation pétrolière et gazière,0.644831129
2016,Manitoba,Électricité,0.071461234
2016,Manitoba,Transports,7.072622102
2016,Manitoba,Industrie lourde,1.322811725
2016,Manitoba,"Fabrication légère, construction et ressources forestières",1.058998748
2016,Manitoba,Bâtiments,2.565550193
2016,Manitoba,Déchets et autres,1.314628911
2016,Manitoba,Agriculture,7.426762332
2017,Manitoba,Inventaire provincial,22.16665153
2017,Manitoba,Exploitation pétrolière et gazière,0.536680928
2017,Manitoba,Électricité,0.070585442
2017,Manitoba,Transports,7.386027247
2017,Manitoba,Industrie lourde,1.255925464
2017,Manitoba,"Fabrication légère, construction et ressources forestières",1.200251458
2017,Manitoba,Bâtiments,2.815455651
2017,Manitoba,Déchets et autres,1.330242991
2017,Manitoba,Agriculture,7.57148235
2018,Manitoba,Inventaire provincial,22.98608138
2018,Manitoba,Exploitation pétrolière et gazière,0.706649764
2018,Manitoba,Électricité,0.043238672
2018,Manitoba,Transports,7.906394887
2018,Manitoba,Industrie lourde,1.344877588
2018,Manitoba,"Fabrication légère, construction et ressources forestières",0.90269503
2018,Manitoba,Bâtiments,3.066774704
2018,Manitoba,Déchets et autres,1.34365534
2018,Manitoba,Agriculture,7.671795393
2019,Manitoba,Inventaire provincial,22.64692588
2019,Manitoba,Exploitation pétrolière et gazière,0.676942008
2019,Manitoba,Électricité,0.042200023
2019,Manitoba,Transports,7.781437825
2019,Manitoba,Industrie lourde,1.212865126
2019,Manitoba,"Fabrication légère, construction et ressources forestières",0.912874426
2019,Manitoba,Bâtiments,3.060281358
2019,Manitoba,Déchets et autres,1.358062322
2019,Manitoba,Agriculture,7.602262789
1990,Nouveau-Brunswick,Inventaire provincial,16.25577221
1990,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.219634729
1990,Nouveau-Brunswick,Charbon,0.010167403
1990,Nouveau-Brunswick,Électricité,6.01709502
1990,Nouveau-Brunswick,Transports,3.736074126
1990,Nouveau-Brunswick,Industrie lourde,1.778467264
1990,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.406979985
1990,Nouveau-Brunswick,Bâtiments,1.653300697
1990,Nouveau-Brunswick,Déchets et autres,0.833061911
1990,Nouveau-Brunswick,Agriculture,0.600991074
1991,Nouveau-Brunswick,Inventaire provincial,15.6209096
1991,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.15791561
1991,Nouveau-Brunswick,Charbon,0.010544399
1991,Nouveau-Brunswick,Électricité,5.442461837
1991,Nouveau-Brunswick,Transports,3.637214698
1991,Nouveau-Brunswick,Industrie lourde,1.723837904
1991,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.440368707
1991,Nouveau-Brunswick,Bâtiments,1.740242881
1991,Nouveau-Brunswick,Déchets et autres,0.861675327
1991,Nouveau-Brunswick,Agriculture,0.606648236
1992,Nouveau-Brunswick,Inventaire provincial,16.41064783
1992,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.254480978
1992,Nouveau-Brunswick,Charbon,0.008604642
1992,Nouveau-Brunswick,Électricité,6.178979557
1992,Nouveau-Brunswick,Transports,3.681153327
1992,Nouveau-Brunswick,Industrie lourde,1.652297709
1992,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.477934731
1992,Nouveau-Brunswick,Bâtiments,1.606420582
1992,Nouveau-Brunswick,Déchets et autres,0.9025513
1992,Nouveau-Brunswick,Agriculture,0.648225004
1993,Nouveau-Brunswick,Inventaire provincial,15.64940634
1993,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.455520226
1993,Nouveau-Brunswick,Charbon,0.016250402
1993,Nouveau-Brunswick,Électricité,5.178265531
1993,Nouveau-Brunswick,Transports,3.718144939
1993,Nouveau-Brunswick,Industrie lourde,1.715443034
1993,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.469490006
1993,Nouveau-Brunswick,Bâtiments,1.515730915
1993,Nouveau-Brunswick,Déchets et autres,0.928043264
1993,Nouveau-Brunswick,Agriculture,0.652518024
1994,Nouveau-Brunswick,Inventaire provincial,17.10333593
1994,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.486284433
1994,Nouveau-Brunswick,Charbon,0.039695005
1994,Nouveau-Brunswick,Électricité,6.335738426
1994,Nouveau-Brunswick,Transports,3.863766722
1994,Nouveau-Brunswick,Industrie lourde,1.674568907
1994,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.613869332
1994,Nouveau-Brunswick,Bâtiments,1.461314907
1994,Nouveau-Brunswick,Déchets et autres,0.966478832
1994,Nouveau-Brunswick,Agriculture,0.661619366
1995,Nouveau-Brunswick,Inventaire provincial,17.65660775
1995,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.301550147
1995,Nouveau-Brunswick,Charbon,0.007643189
1995,Nouveau-Brunswick,Électricité,6.973547121
1995,Nouveau-Brunswick,Transports,3.801474686
1995,Nouveau-Brunswick,Industrie lourde,1.782006533
1995,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.667556023
1995,Nouveau-Brunswick,Bâtiments,1.401434516
1995,Nouveau-Brunswick,Déchets et autres,0.994929581
1995,Nouveau-Brunswick,Agriculture,0.72646595
1996,Nouveau-Brunswick,Inventaire provincial,17.20473673
1996,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.500297776
1996,Nouveau-Brunswick,Charbon,0.008170376
1996,Nouveau-Brunswick,Électricité,6.177222186
1996,Nouveau-Brunswick,Transports,3.966370938
1996,Nouveau-Brunswick,Industrie lourde,1.864540079
1996,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.636088665
1996,Nouveau-Brunswick,Bâtiments,1.34414314
1996,Nouveau-Brunswick,Déchets et autres,1.010818904
1996,Nouveau-Brunswick,Agriculture,0.697084671
1997,Nouveau-Brunswick,Inventaire provincial,19.78721392
1997,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.542852997
1997,Nouveau-Brunswick,Charbon,0.005138268
1997,Nouveau-Brunswick,Électricité,8.616363557
1997,Nouveau-Brunswick,Transports,4.084605921
1997,Nouveau-Brunswick,Industrie lourde,1.674624765
1997,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.653482998
1997,Nouveau-Brunswick,Bâtiments,1.483535152
1997,Nouveau-Brunswick,Déchets et autres,1.017928279
1997,Nouveau-Brunswick,Agriculture,0.708681981
1998,Nouveau-Brunswick,Inventaire provincial,20.6136675
1998,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.333273145
1998,Nouveau-Brunswick,Charbon,0.006177307
1998,Nouveau-Brunswick,Électricité,9.854482771
1998,Nouveau-Brunswick,Transports,4.291652021
1998,Nouveau-Brunswick,Industrie lourde,1.524208547
1998,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.598252392
1998,Nouveau-Brunswick,Bâtiments,1.26351847
1998,Nouveau-Brunswick,Déchets et autres,1.021550734
1998,Nouveau-Brunswick,Agriculture,0.720552112
1999,Nouveau-Brunswick,Inventaire provincial,19.64653183
1999,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.443878698
1999,Nouveau-Brunswick,Charbon,0.006887749
1999,Nouveau-Brunswick,Électricité,8.533430687
1999,Nouveau-Brunswick,Transports,4.542563749
1999,Nouveau-Brunswick,Industrie lourde,1.558420345
1999,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.590140388
1999,Nouveau-Brunswick,Bâtiments,1.223359755
1999,Nouveau-Brunswick,Déchets et autres,1.023348822
1999,Nouveau-Brunswick,Agriculture,0.724501634
2000,Nouveau-Brunswick,Inventaire provincial,20.92122772
2000,Nouveau-Brunswick,Exploitation pétrolière et gazière,1.817177609
2000,Nouveau-Brunswick,Charbon,0.00522683
2000,Nouveau-Brunswick,Électricité,8.974877889
2000,Nouveau-Brunswick,Transports,4.713921852
2000,Nouveau-Brunswick,Industrie lourde,1.615219734
2000,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.600236703
2000,Nouveau-Brunswick,Bâtiments,1.478204087
2000,Nouveau-Brunswick,Déchets et autres,1.02478131
2000,Nouveau-Brunswick,Agriculture,0.691581703
2001,Nouveau-Brunswick,Inventaire provincial,22.74734202
2001,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.409908676
2001,Nouveau-Brunswick,Charbon,0.002364951
2001,Nouveau-Brunswick,Électricité,10.48000311
2001,Nouveau-Brunswick,Transports,4.685081433
2001,Nouveau-Brunswick,Industrie lourde,1.710471637
2001,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.595427007
2001,Nouveau-Brunswick,Bâtiments,1.226192818
2001,Nouveau-Brunswick,Déchets et autres,1.019269235
2001,Nouveau-Brunswick,Agriculture,0.61862315
2002,Nouveau-Brunswick,Inventaire provincial,21.38389843
2002,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.697446821
2002,Nouveau-Brunswick,Charbon,0.003992056
2002,Nouveau-Brunswick,Électricité,8.942737027
2002,Nouveau-Brunswick,Transports,4.753728136
2002,Nouveau-Brunswick,Industrie lourde,1.605442904
2002,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.530027468
2002,Nouveau-Brunswick,Bâtiments,1.191126049
2002,Nouveau-Brunswick,Déchets et autres,1.012924781
2002,Nouveau-Brunswick,Agriculture,0.646473193
2003,Nouveau-Brunswick,Inventaire provincial,21.09905598
2003,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.507401138
2003,Nouveau-Brunswick,Charbon,0.003387536
2003,Nouveau-Brunswick,Électricité,8.735037885
2003,Nouveau-Brunswick,Transports,4.697127973
2003,Nouveau-Brunswick,Industrie lourde,1.55100665
2003,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.551139773
2003,Nouveau-Brunswick,Bâtiments,1.415170629
2003,Nouveau-Brunswick,Déchets et autres,0.976624232
2003,Nouveau-Brunswick,Agriculture,0.662160164
2004,Nouveau-Brunswick,Inventaire provincial,21.98648142
2004,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.734950564
2004,Nouveau-Brunswick,Charbon,0.003252648
2004,Nouveau-Brunswick,Électricité,9.125049248
2004,Nouveau-Brunswick,Transports,4.757345002
2004,Nouveau-Brunswick,Industrie lourde,1.532234529
2004,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.569621023
2004,Nouveau-Brunswick,Bâtiments,1.65108375
2004,Nouveau-Brunswick,Déchets et autres,0.9486379
2004,Nouveau-Brunswick,Agriculture,0.66430676
2005,Nouveau-Brunswick,Inventaire provincial,20.04197097
2005,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.729718661
2005,Nouveau-Brunswick,Charbon,0.002518969
2005,Nouveau-Brunswick,Électricité,7.800102919
2005,Nouveau-Brunswick,Transports,4.746330318
2005,Nouveau-Brunswick,Industrie lourde,1.216487059
2005,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.527893243
2005,Nouveau-Brunswick,Bâtiments,1.448443313
2005,Nouveau-Brunswick,Déchets et autres,0.927778047
2005,Nouveau-Brunswick,Agriculture,0.642698437
2006,Nouveau-Brunswick,Inventaire provincial,19.64785084
2006,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.980539613
2006,Nouveau-Brunswick,Charbon,0.001552584
2006,Nouveau-Brunswick,Électricité,7.316179703
2006,Nouveau-Brunswick,Transports,4.693214878
2006,Nouveau-Brunswick,Industrie lourde,1.043226343
2006,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.637437122
2006,Nouveau-Brunswick,Bâtiments,1.458281145
2006,Nouveau-Brunswick,Déchets et autres,0.891739735
2006,Nouveau-Brunswick,Agriculture,0.625679713
2007,Nouveau-Brunswick,Inventaire provincial,19.71699276
2007,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.976801571
2007,Nouveau-Brunswick,Charbon,0.001743035
2007,Nouveau-Brunswick,Électricité,7.180262735
2007,Nouveau-Brunswick,Transports,4.603056761
2007,Nouveau-Brunswick,Industrie lourde,1.350537851
2007,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.634652875
2007,Nouveau-Brunswick,Bâtiments,1.5622079
2007,Nouveau-Brunswick,Déchets et autres,0.819792877
2007,Nouveau-Brunswick,Agriculture,0.587937156
2008,Nouveau-Brunswick,Inventaire provincial,18.54466595
2008,Nouveau-Brunswick,Exploitation pétrolière et gazière,3.038791539
2008,Nouveau-Brunswick,Charbon,0.000718364
2008,Nouveau-Brunswick,Électricité,6.69893968
2008,Nouveau-Brunswick,Transports,4.422263081
2008,Nouveau-Brunswick,Industrie lourde,0.974757017
2008,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.522922878
2008,Nouveau-Brunswick,Bâtiments,1.563458184
2008,Nouveau-Brunswick,Déchets et autres,0.770528397
2008,Nouveau-Brunswick,Agriculture,0.552286806
2009,Nouveau-Brunswick,Inventaire provincial,18.28898741
2009,Nouveau-Brunswick,Exploitation pétrolière et gazière,3.372660448
2009,Nouveau-Brunswick,Charbon,0.001878047
2009,Nouveau-Brunswick,Électricité,6.657235992
2009,Nouveau-Brunswick,Transports,4.120090488
2009,Nouveau-Brunswick,Industrie lourde,0.997297417
2009,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.488498034
2009,Nouveau-Brunswick,Bâtiments,1.330287512
2009,Nouveau-Brunswick,Déchets et autres,0.733774223
2009,Nouveau-Brunswick,Agriculture,0.587265243
2010,Nouveau-Brunswick,Inventaire provincial,18.24895138
2010,Nouveau-Brunswick,Exploitation pétrolière et gazière,4.204719297
2010,Nouveau-Brunswick,Électricité,5.004903511
2010,Nouveau-Brunswick,Transports,4.590483509
2010,Nouveau-Brunswick,Industrie lourde,1.056132076
2010,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.52986583
2010,Nouveau-Brunswick,Bâtiments,1.523348101
2010,Nouveau-Brunswick,Déchets et autres,0.694412295
2010,Nouveau-Brunswick,Agriculture,0.645086758
2011,Nouveau-Brunswick,Inventaire provincial,18.34093065
2011,Nouveau-Brunswick,Exploitation pétrolière et gazière,3.653231105
2011,Nouveau-Brunswick,Électricité,4.574267991
2011,Nouveau-Brunswick,Transports,5.217116316
2011,Nouveau-Brunswick,Industrie lourde,1.146458909
2011,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.488885197
2011,Nouveau-Brunswick,Bâtiments,1.94524829
2011,Nouveau-Brunswick,Déchets et autres,0.686273898
2011,Nouveau-Brunswick,Agriculture,0.629448946
2012,Nouveau-Brunswick,Inventaire provincial,16.44755472
2012,Nouveau-Brunswick,Exploitation pétrolière et gazière,3.444202773
2012,Nouveau-Brunswick,Électricité,3.714643228
2012,Nouveau-Brunswick,Transports,4.714917546
2012,Nouveau-Brunswick,Industrie lourde,1.025924483
2012,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.390854596
2012,Nouveau-Brunswick,Bâtiments,1.899508275
2012,Nouveau-Brunswick,Déchets et autres,0.634721999
2012,Nouveau-Brunswick,Agriculture,0.622781822
2013,Nouveau-Brunswick,Inventaire provincial,14.63122956
2013,Nouveau-Brunswick,Exploitation pétrolière et gazière,3.396726427
2013,Nouveau-Brunswick,Électricité,3.750935022
2013,Nouveau-Brunswick,Transports,3.868899908
2013,Nouveau-Brunswick,Industrie lourde,0.85640915
2013,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.421551624
2013,Nouveau-Brunswick,Bâtiments,1.130797259
2013,Nouveau-Brunswick,Déchets et autres,0.631174909
2013,Nouveau-Brunswick,Agriculture,0.574735265
2014,Nouveau-Brunswick,Inventaire provincial,13.47077133
2014,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.977089204
2014,Nouveau-Brunswick,Électricité,3.417752607
2014,Nouveau-Brunswick,Transports,3.55558741
2014,Nouveau-Brunswick,Industrie lourde,0.711179208
2014,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.338698055
2014,Nouveau-Brunswick,Bâtiments,1.252978456
2014,Nouveau-Brunswick,Déchets et autres,0.635156514
2014,Nouveau-Brunswick,Agriculture,0.582329877
2015,Nouveau-Brunswick,Inventaire provincial,13.70258106
2015,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.816458391
2015,Nouveau-Brunswick,Électricité,3.442217011
2015,Nouveau-Brunswick,Transports,3.831533509
2015,Nouveau-Brunswick,Industrie lourde,0.738283597
2015,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.348772187
2015,Nouveau-Brunswick,Bâtiments,1.416959489
2015,Nouveau-Brunswick,Déchets et autres,0.618926656
2015,Nouveau-Brunswick,Agriculture,0.489430216
2016,Nouveau-Brunswick,Inventaire provincial,14.35419547
2016,Nouveau-Brunswick,Exploitation pétrolière et gazière,3.066118476
2016,Nouveau-Brunswick,Électricité,3.648188247
2016,Nouveau-Brunswick,Transports,4.182997794
2016,Nouveau-Brunswick,Industrie lourde,0.790547457
2016,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.313599367
2016,Nouveau-Brunswick,Bâtiments,1.249621994
2016,Nouveau-Brunswick,Déchets et autres,0.560185667
2016,Nouveau-Brunswick,Agriculture,0.542936464
2017,Nouveau-Brunswick,Inventaire provincial,13.29814481
2017,Nouveau-Brunswick,Exploitation pétrolière et gazière,3.250503235
2017,Nouveau-Brunswick,Électricité,3.006055054
2017,Nouveau-Brunswick,Transports,3.762403175
2017,Nouveau-Brunswick,Industrie lourde,0.764485839
2017,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.344702511
2017,Nouveau-Brunswick,Bâtiments,1.094726047
2017,Nouveau-Brunswick,Déchets et autres,0.56925484
2017,Nouveau-Brunswick,Agriculture,0.506014106
2018,Nouveau-Brunswick,Inventaire provincial,13.06029394
2018,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.829080108
2018,Nouveau-Brunswick,Électricité,3.126073009
2018,Nouveau-Brunswick,Transports,3.726901186
2018,Nouveau-Brunswick,Industrie lourde,0.798809992
2018,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.350527797
2018,Nouveau-Brunswick,Bâtiments,1.135773672
2018,Nouveau-Brunswick,Déchets et autres,0.574027538
2018,Nouveau-Brunswick,Agriculture,0.519100632
2019,Nouveau-Brunswick,Inventaire provincial,12.42646074
2019,Nouveau-Brunswick,Exploitation pétrolière et gazière,2.901745492
2019,Nouveau-Brunswick,Électricité,2.754499122
2019,Nouveau-Brunswick,Transports,3.624000542
2019,Nouveau-Brunswick,Industrie lourde,0.607329859
2019,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",0.347698331
2019,Nouveau-Brunswick,Bâtiments,1.104099853
2019,Nouveau-Brunswick,Déchets et autres,0.578760627
2019,Nouveau-Brunswick,Agriculture,0.50832691
1990,Terre-Neuve-et-Labrador,Inventaire provincial,9.548981541
1990,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,1.074357463
1990,Terre-Neuve-et-Labrador,Électricité,1.642123454
1990,Terre-Neuve-et-Labrador,Transports,2.948113681
1990,Terre-Neuve-et-Labrador,Industrie lourde,1.811925429
1990,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",0.207118637
1990,Terre-Neuve-et-Labrador,Bâtiments,1.057190535
1990,Terre-Neuve-et-Labrador,Déchets et autres,0.72276994
1990,Terre-Neuve-et-Labrador,Agriculture,0.085382402
1991,Terre-Neuve-et-Labrador,Inventaire provincial,8.505623182
1991,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,1.041905466
1991,Terre-Neuve-et-Labrador,Électricité,1.301597984
1991,Terre-Neuve-et-Labrador,Transports,2.82852253
1991,Terre-Neuve-et-Labrador,Industrie lourde,1.296053609
1991,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",0.181087702
1991,Terre-Neuve-et-Labrador,Bâtiments,1.011634793
1991,Terre-Neuve-et-Labrador,Déchets et autres,0.747079212
1991,Terre-Neuve-et-Labrador,Agriculture,0.097741885
1992,Terre-Neuve-et-Labrador,Inventaire provincial,8.432291131
1992,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,0.8753122
1992,Terre-Neuve-et-Labrador,Électricité,1.505085194
1992,Terre-Neuve-et-Labrador,Transports,2.796485305
1992,Terre-Neuve-et-Labrador,Industrie lourde,1.185203707
1992,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",0.156129029
1992,Terre-Neuve-et-Labrador,Bâtiments,1.022892986
1992,Terre-Neuve-et-Labrador,Déchets et autres,0.771214595
1992,Terre-Neuve-et-Labrador,Agriculture,0.119968116
1993,Terre-Neuve-et-Labrador,Inventaire provincial,8.5840883
1993,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,1.059013822
1993,Terre-Neuve-et-Labrador,Électricité,1.365953272
1993,Terre-Neuve-et-Labrador,Transports,2.849551779
1993,Terre-Neuve-et-Labrador,Industrie lourde,1.186060886
1993,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",0.170536627
1993,Terre-Neuve-et-Labrador,Bâtiments,1.044378986
1993,Terre-Neuve-et-Labrador,Déchets et autres,0.793740452
1993,Terre-Neuve-et-Labrador,Agriculture,0.114852477
1994,Terre-Neuve-et-Labrador,Inventaire provincial,7.658041735
1994,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,0.473472101
1994,Terre-Neuve-et-Labrador,Électricité,0.727827915
1994,Terre-Neuve-et-Labrador,Transports,2.84889556
1994,Terre-Neuve-et-Labrador,Industrie lourde,1.49603405
1994,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",0.183343617
1994,Terre-Neuve-et-Labrador,Bâtiments,0.997434005
1994,Terre-Neuve-et-Labrador,Déchets et autres,0.815067343
1994,Terre-Neuve-et-Labrador,Agriculture,0.115967143
1995,Terre-Neuve-et-Labrador,Inventaire provincial,8.636541028
1995,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,0.968939195
1995,Terre-Neuve-et-Labrador,Électricité,1.276526167
1995,Terre-Neuve-et-Labrador,Transports,2.798840489
1995,Terre-Neuve-et-Labrador,Industrie lourde,1.509838294
1995,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",0.169399737
1995,Terre-Neuve-et-Labrador,Bâtiments,0.958619156
1995,Terre-Neuve-et-Labrador,Déchets et autres,0.834910794
1995,Terre-Neuve-et-Labrador,Agriculture,0.119467196
1996,Terre-Neuve-et-Labrador,Inventaire provincial,8.753459025
1996,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,1.136557538
1996,Terre-Neuve-et-Labrador,Électricité,1.186410248
1996,Terre-Neuve-et-Labrador,Transports,2.8667566
1996,Terre-Neuve-et-Labrador,Industrie lourde,1.507969002
1996,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",0.175570551
